ID,PBillStatus,CompR,HTdevice,HTsource,DeviceType,@9to5,HomeW,HomeWYN,HomeS,HomeSYN,AwayW,AwayWNY,AwayS,AwaySNY,IncHomeS,IncHomeW,ReasonPos,ReasonNeg,RewardForm,IncAwayS,IncAwayW,IncWD,IncDish,IncAutoS,IncAutoW,IncEmer10S,IncEmer30S,IncEmer10W,IncEmer30W,EmerRForm,EnergyC1,EnergyC2,EnergyC3,EnergyC4,MC1,MC2,MC3,MC4,MC5,Frugal1,Frugal2,Frugal3,Trust1,Trust2,Trust3,Trust4,ComfNS1,ComfNS2,ComfNS3,ComfNW1,ComfNW2,ConvB1,ConvB2,ConvB3,ConvB4,ControlN1,ControlN2R,ControlN3,ControlN4,Atti1,Atti2,Atti3,Atti4,SubNorm1,SubNorm2,SubNorm3,PBC1,PBC2,PBC3R,PBC4,PBC5,INT1,INT2,INT3,INT4,SN1,SN2,SN3,SN4,HabitC1,HabitC2,HabitC3,HabitC4,HabitC5,HabitC6,HabitC7,HabitE1,HabitE2,HabitE3,State,City,Age,Gender,OwnRent,BillS,NBillS,BillW,NBillW,Utility,Sqft,SqftCate,HouseholdS,Political,Ethnic,Income,Educ,Job,Latitude,Longitude,EnergyC,MCG,MCBill,Frugal,Trust,ComfortS,ComfortW,Attitude,SubN,PBC,hot,cold,ACYN,HeatYN,valid1,valid2,valid
196,3,2,2,1,1,1,68,1,66,1,66,1,68,1,4,7,,,5,6,3,7,4,4,3,1,1,1,1,1,5,4,4,5,3,6,7,7,7,6,7,6,7,7,7,7,7,7,7,2,5,2,5,7,7,7,4,7,7,5,4,3,3,6,4,1,5,6,6,6,6,2,2,4,1,3,6,2,6,5,2,3,2,7,1,6,1,2,3,57,Vancouver,37,2,2,160.00,3,180.00,3,Clark Public,1920,4.00,4,7,1,8,2,2,45.63870239,-122.66149900000000,4.50,4.50,7.00,6.33,7.00,7.00,3.50,3.75,5.00,6.00,0,0,1,1,1,1,1
197,1,3,4,1,2,1,70,1,65,1,70,1,65,1,8,8,,4,4,8,8,7,7,8,8,4,7,2,2,1,5,2,1,5,5,6,3,7,5,7,7,5,7,7,4,7,6,7,6,5,4,3,2,4,5,6,2,6,4,5,5,5,6,1,1,1,5,4,4,3,4,4,2,1,1,5,5,1,4,6,1,1,5,2,1,3,2,1,1,58,Capon Bridge,57,1,2,150.00,3,350.00,4,PotomacEdison,1600,3.00,4,5,1,7,2,7,39.27330017,-78.60389709000000,3.25,5.50,4.00,6.33,5.50,6.33,4.50,5.25,1.00,3.50,0,0,1,1,1,1,1
198,3,1,2,1,1,0,,0,78,1,,2,,2,3,99,,,5,1,99,7,4,5,3,7,7,99,99,1,4,5,3,5,6,5,2,6,6,5,5,5,6,6,5,6,5,6,3,2,2,3,1,1,1,7,5,6,5,5,5,6,6,4,2,1,7,5,6,5,7,3,3,7,1,5,5,2,3,7,7,5,8,8,6,6,1,2,2,15,Tampa,27,1,1,65.00,1,45.00,1,TECO,1200,2.00,1,8,1,4,2,4,28.12030029,-82.35289764000000,4.25,5.50,4.00,5.00,5.50,4.67,2.00,5.50,3.00,5.00,1,0,1,0,1,1,1
199,3,2,2,2,1,1,74,1,72,1,74,1,74,1,3,2,,,5,8,8,3,3,7,7,4,6,4,6,1,5,5,3,4,7,6,5,6,7,7,5,6,1,1,2,3,6,7,6,1,1,2,1,4,2,7,6,4,1,6,6,6,6,2,2,1,7,4,7,6,6,6,5,4,1,4,5,2,3,7,6,3,5,2,1,4,1,3,1,36,Las Vegas,32,1,2,350.00,4,75.00,2,Nevada Energy,1596,3.00,2,4,1,7,4,6,36.17500305,-115.13719940000000,4.25,6.50,6.00,6.00,2.50,6.33,1.00,6.00,2.00,5.00,0,0,1,1,1,1,1
200,3,2,2,2,2,1,73,1,,0,71,1,,0,7,7,,,5,7,7,6,6,7,7,7,7,7,7,1,7,7,7,7,1,2,7,4,7,7,7,7,4,4,1,4,4,4,3,6,5,1,1,1,1,7,7,6,7,7,7,7,7,4,2,1,1,6,7,6,6,7,7,7,7,4,4,4,4,7,7,7,7,1,1,6,2,2,3,42,Columbus,34,2,1,350.00,4,350.00,4,columbia gas,3000,4.00,5,4,1,4,2,12,28.02220154,-81.73290253000000,7.00,1.50,7.00,7.00,2.50,3.67,5.50,7.00,3.00,6.00,0,1,1,1,1,1,1
201,1,2,3,4,2,1,64,1,68,1,60,1,72,1,5,5,,,5,5,5,6,6,5,5,2,4,2,4,2,5,5,5,5,2,2,2,5,4,5,5,5,5,5,5,5,5,6,6,2,2,3,2,5,2,5,2,6,2,4,4,5,4,3,3,3,6,6,6,6,6,5,5,4,4,2,2,2,2,6,6,4,4,6,1,7,2,2,2,38,Hopatcong,33,2,1,350.00,4,120.00,2,JCP&L,1900,4.00,5,8,1,7,4,2,40.93739319,-74.58360291000000,5.00,2.00,3.00,5.00,5.00,5.67,2.00,4.25,3.00,6.00,0,0,1,1,1,1,1
202,4,2,2,2,1,1,70,1,72,1,65,1,75,1,5,4,,,4,2,2,7,6,5,4,8,8,8,8,1,2,2,2,2,6,6,3,5,6,5,5,5,4,4,4,4,6,6,6,6,6,5,2,6,3,6,4,6,6,5,4,4,4,1,1,1,6,4,5,4,5,2,2,2,1,4,4,4,4,6,5,2,2,5,2,6,1,2,1,41,Cary,25,2,2,100.00,2,80.00,2,Duke Energy,1700,3.00,2,5,5,7,2,10,35.78950500,-78.87429810000000,2.00,6.00,4.50,5.00,4.00,6.00,6.00,4.25,1.00,4.00,1,0,1,1,1,1,1
203,3,3,2,2,1,1,66,1,68,1,66,1,68,1,8,3,,4,5,1,3,1,1,8,3,3,8,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,1,1,3,3,3,3,4,4,7,4,7,7,7,7,4,4,4,7,7,7,7,1,7,7,2,1,4,4,4,4,7,4,1,7,7,1,5,1,2,1,38,Near Philadelphia,58,2,2,400.00,4,300.00,4,PSEG,2400,4.00,3,3,1,8,4,8,40.50250244,-75.58679962000000,5.00,5.00,5.00,5.00,6.00,7.00,1.00,7.00,4.00,7.00,0,0,1,1,1,1,1
204,3,2,1,1,1,1,68,1,71,1,68,1,71,1,4,5,,,5,4,5,1,1,2,3,1,1,1,3,2,5,6,6,6,5,6,6,5,5,7,6,6,6,6,6,6,4,5,3,1,5,2,1,5,5,5,2,7,3,5,6,7,5,6,4,4,7,5,6,6,5,5,3,1,5,3,3,1,1,6,2,2,2,6,2,4,1,1,1,16,Duluth,30,2,2,120.00,2,160.00,3,SEMC,1000,2.00,3,6,1,6,4,10,36.54060364,-82.17569733000000,5.75,5.50,5.50,6.33,6.00,4.00,3.00,5.75,5.00,5.50,1,0,1,1,1,1,1
205,3,2,4,1,2,0,70,1,70,1,70,1,70,1,5,5,,,4,6,6,6,,3,2,8,8,8,8,2,5,5,5,5,6,6,6,6,6,5,5,5,3,5,3,3,6,6,6,6,6,3,2,5,3,6,2,6,6,6,6,6,6,5,5,6,5,3,3,4,4,5,5,5,3,4,4,4,4,7,5,5,7,6,6,6,1,3,3,13,"Washington, DC",25,2,1,40.00,1,40.00,1,Pepco,500,1.00,3,1,1,3,5,12,38.93539429,-77.02839661000000,5.00,6.00,6.00,5.00,3.00,6.00,6.00,6.00,5.00,3.50,0,0,1,1,1,1,1
206,1,3,2,4,2,1,68,1,68,1,64,1,75,1,4,5,,,4,5,5,7,4,3,3,4,4,4,4,2,6,5,4,5,2,5,5,5,5,7,7,7,6,6,5,6,7,7,6,5,5,4,3,5,5,6,3,5,4,7,6,7,7,2,4,2,5,3,3,5,5,6,5,3,3,5,5,5,5,5,6,4,3,7,2,7,1,2,1,11,Torrington,27,2,2,170.00,3,200.00,4,CLP,1750,3.00,5,8,1,6,2,10,41.61520386,-73.11540222000000,5.00,3.50,5.00,7.00,5.50,6.67,5.00,6.75,3.00,4.00,0,1,1,1,1,1,1
207,3,1,11,3,1,1,70,1,70,1,70,1,70,1,7,7,,,5,7,7,6,6,7,7,7,7,7,7,2,7,7,7,7,1,5,7,7,7,7,7,7,4,1,1,4,6,6,6,6,6,1,1,1,1,6,4,7,6,7,7,7,7,5,1,1,7,7,7,7,7,6,6,2,4,1,1,1,1,6,7,4,7,5,1,5,2,2,1,51,Ripley,42,2,1,150.00,3,90.00,2,forked deer electric,1000,2.00,2,4,1,1,3,10,34.74650574,-92.28959656000000,7.00,3.00,7.00,7.00,2.50,6.00,6.00,7.00,3.00,7.00,1,0,1,1,1,1,1
208,3,2,6,2,1,1,70,1,72,1,65,1,76,1,4,4,,,5,8,7,,,7,7,2,4,2,4,1,7,7,7,7,6,6,7,7,7,7,7,7,5,5,5,5,7,3,6,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,1,5,7,1,5,7,1,3,7,4,1,7,1,2,1,52,Austin,26,1,1,100.00,2,55.00,1,Austin Energy,700,1.00,2,4,6,5,3,7,30.26429749,-97.71379852000000,7.00,6.00,7.00,7.00,5.00,5.33,1.00,7.00,4.00,7.00,1,0,1,1,1,1,1
209,3,2,1,2,1,1,68,1,70,1,68,1,72,1,3,4,,,5,4,4,6,5,7,7,5,6,5,5,1,5,1,2,3,5,4,5,7,4,7,5,6,5,5,5,5,6,6,6,5,5,3,1,2,2,6,3,6,6,6,6,6,6,5,5,1,6,6,6,6,6,4,5,6,1,3,5,1,3,7,7,2,2,7,1,6,2,2,1,43,The Village,48,2,2,117.00,2,65.00,1,OG&E,1215,2.00,2,1,1,6,2,8,35.54640198,-97.56259918000000,2.75,4.50,4.50,6.00,5.00,6.00,5.00,6.00,5.00,6.00,1,0,1,1,1,1,1
210,1,2,1,1,1,0,68,1,70,1,65,1,75,1,4,4,,,5,4,4,4,4,3,3,1,2,1,2,1,5,5,4,6,5,6,7,6,7,5,6,7,5,6,5,5,5,7,4,1,1,1,1,1,1,6,6,5,1,6,6,7,7,6,6,5,7,6,6,6,6,6,6,6,6,6,6,3,6,7,7,4,7,7,2,7,1,2,1,41,Greenville,23,1,1,165.00,3,145.00,3,Greenville Utilities,1500,3.00,2,4,1,5,4,7,35.52349854,-77.30079651000000,5.00,5.50,7.00,6.00,5.00,5.33,1.00,6.50,6.00,6.00,1,0,1,1,1,1,1
212,1,2,2,2,1,0,65,1,74,1,65,1,74,1,4,4,,,5,5,5,7,,4,4,6,7,6,7,1,2,2,2,4,6,6,6,6,6,6,6,6,5,5,4,5,6,5,5,4,4,2,2,2,2,5,6,6,3,6,6,6,6,5,5,2,6,6,6,6,6,6,6,6,1,2,2,1,2,7,7,2,7,7,4,7,2,2,2,3,Muscle Shoals,28,1,1,180.00,3,325.00,4,Sheffield Utility,1200,2.00,3,5,1,3,2,9,34.75660706,-87.69629669000000,2.50,6.00,6.00,6.00,4.50,5.33,4.00,6.00,5.00,6.00,1,0,1,1,1,1,1
213,3,2,2,2,1,1,70,1,72,1,70,1,72,1,7,7,,,5,8,8,4,4,5,5,6,7,6,7,2,5,5,5,5,5,6,5,6,6,6,5,5,5,4,4,5,6,6,6,5,5,3,3,4,5,5,3,6,4,5,5,6,6,5,4,3,6,5,6,6,6,5,5,4,5,5,5,5,4,6,6,2,2,4,1,4,1,3,3,28,Baltimore,38,1,1,125.00,2,110.00,2,BGE,500,1.00,2,4,1,8,4,2,39.34300232,-76.68579865000000,5.00,5.50,5.50,5.33,4.50,6.00,5.00,5.50,4.50,5.50,0,0,1,1,1,1,1
214,3,2,4,1,2,1,,0,,0,,0,,0,4,5,,,5,6,6,6,6,3,2,2,4,2,4,2,6,5,7,6,5,3,5,7,6,6,6,6,5,5,5,4,6,7,6,5,4,5,1,1,1,6,2,6,5,7,7,7,7,7,4,3,6,6,5,6,5,6,5,6,1,5,5,1,4,6,4,7,7,8,8,7,1,2,1,5,San Marcos,29,1,1,89.00,2,35.00,1,SDG&E,1098,2.00,4,2,1,6,2,5,33.11920166,-117.08639530000000,6.00,4.00,5.50,6.00,4.50,6.33,4.50,7.00,5.50,6.00,0,0,1,1,1,1,1
215,2,2,4,3,1,1,64,1,64,1,62,1,62,1,3,4,,,4,3,5,3,3,3,3,4,3,4,3,1,4,5,4,3,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,3,2,2,2,5,5,5,4,5,5,6,5,5,5,6,5,6,5,6,6,5,5,6,5,5,5,4,5,6,5,5,5,6,5,6,1,1,1,42,Cincinnati,19,1,1,36.00,1,15.00,1,Duke Energy,1500,3.00,3,6,1,3,3,1,41.08140564,-81.51899719000000,4.00,4.50,5.00,5.00,4.50,4.67,4.00,5.25,5.00,6.00,0,1,1,1,0,0,0
216,2,2,9,5,1,1,,0,78,1,,0,78,1,7,99,,,5,1,99,6,4,4,3,4,7,4,4,2,6,5,5,6,5,5,5,5,5,6,6,6,5,5,5,5,7,7,2,2,2,3,2,2,4,6,5,6,5,6,6,6,6,6,4,2,6,6,2,6,6,6,6,5,5,2,2,2,2,5,2,4,2,7,7,7,1,1,1,49,Beaufort,55,1,2,350.00,4,175.00,3,SCE and G,1650,3.00,3,7,1,8,3,8,35.30630493,-78.60890198000000,5.50,5.00,5.00,6.00,5.00,5.33,2.00,6.00,5.00,6.00,1,0,1,0,1,1,1
217,1,2,2,1,1,0,70,1,73,1,65,1,79,1,5,5,,,5,5,5,4,4,5,4,3,4,3,4,2,5,5,5,5,2,2,5,7,6,6,6,7,3,2,2,3,7,7,7,5,5,2,1,1,1,7,5,5,5,7,7,7,7,5,2,2,7,7,7,7,7,6,5,5,1,5,5,3,5,7,5,1,3,4,1,6,1,1,2,3,Dothan,32,2,2,275.00,4,175.00,3,Wiregrass Electric,1500,3.00,4,2,1,5,4,12,31.31520081,-85.85520172000000,5.00,2.00,5.50,6.33,2.50,7.00,5.00,7.00,3.50,7.00,1,0,1,1,1,1,1
218,1,2,2,2,1,1,70,1,69,1,70,1,69,1,1,1,6,,8,2,2,3,,3,3,3,4,3,4,1,5,5,5,6,4,5,4,3,4,7,7,7,4,4,4,4,5,7,6,4,4,3,1,2,1,5,4,5,4,6,6,6,6,5,6,3,6,6,5,6,6,4,4,3,1,4,3,1,3,7,2,1,7,6,2,6,2,1,2,46,Pittsburgh,31,2,2,130.00,3,130.00,3,Duquesne Light Company,1200,2.00,3,4,1,5,3,10,40.42349243,-79.75879669000000,5.25,4.50,4.00,7.00,4.00,6.00,4.00,6.00,5.50,6.00,0,1,1,1,1,1,1
219,1,2,2,2,1,1,78,1,76,1,78,1,76,1,4,4,,,5,4,4,5,,4,4,4,4,4,4,1,5,5,5,5,2,2,5,4,6,6,5,5,3,4,2,3,2,2,2,2,5,2,1,1,2,5,4,6,2,7,7,7,7,4,4,4,6,5,4,5,4,6,6,6,4,2,3,1,2,7,7,3,3,4,6,6,1,2,2,36,las vegas,32,2,1,220.00,4,140.00,3,nv energy,1400,3.00,5,8,1,3,3,10,36.22120667,-115.16850280000000,5.00,2.00,5.50,5.33,2.50,2.00,3.50,7.00,4.00,5.00,0,0,1,1,1,1,1
220,1,2,7,6,2,1,,0,74,1,,0,74,1,7,7,,,5,7,7,7,6,8,8,8,8,8,8,1,7,7,7,5,4,4,5,7,7,7,6,7,3,4,3,3,7,7,7,7,7,4,2,6,6,7,1,7,7,7,7,7,7,6,4,4,7,7,7,7,7,7,7,2,1,1,1,1,1,7,3,1,1,1,1,1,1,1,3,33,Moberly,26,2,1,350.00,4,150.00,3,Ameren,1750,3.00,4,5,1,4,3,1,39.40370178,-92.40879822000000,6.50,4.00,6.00,6.67,3.00,7.00,7.00,7.00,5.00,7.00,1,0,1,1,1,1,1
221,3,1,2,1,1,1,70,1,78,1,66,1,78,1,4,4,,,5,5,5,3,1,6,6,3,3,3,3,1,1,1,1,1,7,7,6,7,7,7,7,7,4,4,4,4,2,5,4,3,4,2,1,1,3,5,6,6,5,5,5,5,6,6,6,4,2,6,6,6,7,7,5,6,1,3,3,4,3,7,6,6,6,5,6,7,1,3,3,52,Ft. Worth,30,1,1,60.00,1,60.00,1,Green Mountain,900,1.00,2,4,1,8,5,9,32.72349548,-97.46250153000000,1.00,7.00,6.50,7.00,4.00,3.67,3.50,5.25,6.00,6.00,1,0,1,1,1,1,1
222,3,1,2,1,1,0,74,1,71,1,60,1,80,1,4,4,,,5,4,4,6,6,5,5,4,5,4,5,1,7,7,7,7,5,6,6,6,7,7,7,7,5,6,5,6,5,4,3,3,3,2,2,2,2,6,5,6,4,7,7,7,7,6,5,3,7,7,3,7,6,7,7,7,4,4,3,2,3,6,5,6,6,6,6,7,1,3,3,51,Nashville,28,2,1,60.00,1,130.00,3,NES Power,1000,2.00,2,3,1,3,5,12,21.30499268,-157.75379940000000,7.00,5.50,6.50,7.00,5.50,4.00,3.00,7.00,5.50,7.00,1,0,1,1,1,1,1
223,3,2,2,2,1,1,67,1,78,1,64,1,80,1,7,7,,,4,7,7,7,,4,4,6,6,6,6,2,5,5,4,5,5,4,4,5,5,6,7,6,5,5,4,5,5,7,5,1,1,2,1,2,2,6,2,6,6,6,6,6,6,6,4,2,5,5,4,5,5,5,5,6,5,6,5,4,5,6,6,6,6,7,6,6,1,1,2,30,Hamilton,32,2,2,175.00,3,150.00,3,Consumer's Energy,2400,4.00,5,6,1,5,2,4,42.85260010,-86.12629700000000,4.75,4.50,4.50,6.33,4.50,5.67,1.00,6.00,5.00,5.00,0,1,1,1,1,1,1
224,3,2,2,2,3,0,68,1,70,1,65,1,70,1,6,4,,,7,8,6,7,1,1,1,1,1,1,1,1,5,4,3,6,5,5,5,6,6,6,6,6,4,6,4,4,6,7,7,2,2,3,2,3,2,5,4,6,3,6,6,6,6,4,4,4,6,6,6,6,6,4,4,4,1,4,4,2,4,7,7,5,2,7,1,4,1,2,1,3,Mobile,38,1,2,375.00,4,120.00,2,Alabama Power,2200,4.00,3,1,1,9,4,9,30.61860657,-88.07769775000000,4.50,5.00,5.50,6.00,4.00,6.67,2.00,6.00,4.00,6.00,1,0,1,1,1,1,1
225,4,3,2,2,1,0,72,1,68,1,70,1,72,1,3,4,,,5,5,5,,3,3,3,2,3,2,3,1,5,7,5,5,5,6,2,7,6,6,6,6,5,7,5,5,7,7,7,7,7,6,2,2,2,7,6,7,6,5,5,5,4,1,1,1,7,7,7,7,7,4,4,1,1,4,4,4,4,7,7,3,1,1,1,4,1,3,3,22,West Des Moines,21,1,1,90.00,2,80.00,2,Mid American Energy,1050,2.00,3,8,1,7,2,12,41.60049438,-93.60910034000000,5.50,5.50,4.00,6.00,5.00,7.00,7.00,4.75,1.00,7.00,0,1,1,1,1,1,1
226,1,3,2,2,1,1,72,1,70,1,68,1,68,1,7,6,,,5,6,6,6,5,7,7,7,7,7,7,1,1,6,6,1,5,5,5,6,5,6,7,7,5,5,4,4,6,5,6,4,4,3,1,2,2,6,7,7,7,4,4,5,4,5,5,5,5,3,5,3,4,3,3,5,1,6,6,2,2,7,7,4,6,4,4,6,1,2,1,46,Clarks Summit,18,1,2,100.00,2,140.00,3,PPL,1200,2.00,5,5,1,8,1,1,41.44859314,-75.72799683000000,3.50,5.00,5.00,6.67,4.00,5.67,4.00,4.25,5.00,3.00,0,1,1,1,1,1,1
227,3,1,4,1,1,1,,0,70,1,,0,,2,7,5,,,4,5,4,4,,6,5,1,6,2,5,1,6,6,6,6,5,5,7,6,6,7,7,6,6,7,5,6,5,5,5,5,5,2,3,3,3,6,6,7,6,6,7,6,6,4,4,5,7,6,7,5,6,5,5,3,5,2,2,3,3,6,7,4,7,6,4,7,1,3,1,5,Mission Viejo,33,2,1,40.00,1,15.00,1,Edison,450,1.00,1,3,1,3,4,2,33.64509583,-117.67860410000000,6.00,5.00,6.50,6.67,5.50,5.00,5.00,6.25,4.00,5.50,0,0,1,1,1,1,1
228,1,2,2,2,1,1,74,1,78,1,74,1,78,1,4,4,,,4,4,4,3,3,4,4,5,6,5,6,1,7,7,6,6,6,6,5,6,6,6,6,6,4,4,4,3,2,2,2,3,5,2,2,2,2,6,5,4,6,7,7,7,7,5,5,5,6,6,6,6,6,6,6,6,2,4,4,4,4,5,5,3,6,3,6,6,1,1,1,30,Lansing,32,2,2,160.00,3,120.00,2,Lansing Board of Water and Light,1800,3.00,5,3,1,8,6,12,42.68029785,-84.56310272000000,6.50,6.00,5.50,6.00,3.50,2.00,4.00,7.00,5.00,6.00,0,1,1,1,1,1,1
229,1,2,1,1,1,0,65,1,70,1,65,1,70,1,4,4,,,5,4,4,3,3,5,4,3,5,3,4,1,5,4,4,5,5,5,6,7,7,6,6,5,5,7,6,6,7,7,7,1,1,3,1,1,2,7,7,6,5,7,6,6,7,6,6,6,7,6,7,6,7,6,6,5,4,5,5,2,6,7,7,5,7,7,2,2,1,2,1,51,Bloomington Springs,39,1,2,150.00,3,250.00,4,UCEMC,1200,2.00,5,7,1,6,4,3,36.24429321,-85.54260254000000,4.50,5.00,6.50,5.67,6.00,7.00,1.00,6.50,6.00,6.00,1,0,1,1,1,1,1
230,4,2,2,2,1,0,72,1,68,1,70,1,72,1,3,3,,,5,4,4,,3,3,3,2,4,2,4,1,4,4,4,5,7,7,4,5,5,6,6,6,6,6,4,6,7,7,7,7,7,3,3,3,3,7,7,7,7,4,5,5,4,1,1,1,7,7,7,7,7,4,4,4,1,4,4,4,4,7,5,4,6,3,3,7,1,3,3,22,West Des Moines,21,1,1,90.00,2,80.00,2,MidAmerican Energy,1050,2.00,3,8,1,7,2,12,41.60049438,-93.60910034000000,4.25,7.00,4.50,6.00,5.00,7.00,7.00,4.50,1.00,7.00,0,1,1,1,1,1,1
231,3,2,2,2,1,1,70,1,70,1,68,1,72,1,7,6,,,5,8,8,7,7,7,7,5,5,5,5,1,5,3,2,3,6,6,3,5,5,6,6,6,5,6,5,5,6,7,7,3,6,4,2,5,3,5,2,6,3,5,5,5,5,3,4,3,6,5,5,5,3,5,5,3,2,3,5,2,2,7,2,2,2,4,7,3,1,2,2,32,brandon,50,2,2,110.00,2,70.00,1,Entergy,1400,3.00,3,7,1,6,4,6,32.43879700,-89.96479797000000,3.25,6.00,4.00,6.00,5.00,6.67,4.50,5.00,3.50,5.00,1,0,1,1,1,1,1
232,3,2,2,2,2,0,70,1,,0,60,1,,2,2,3,,,5,1,1,1,,2,2,2,3,2,3,1,6,4,4,6,3,4,4,5,5,6,5,5,6,6,6,6,4,4,3,3,3,2,1,3,2,6,4,6,5,6,6,6,6,4,3,3,6,5,4,5,5,5,6,6,5,4,5,3,5,6,6,5,5,5,2,6,1,2,3,42,Mansfield,36,1,1,50.00,1,100.00,2,Ohio Edison,1200,2.00,3,3,1,5,2,4,40.72569275,-82.52290344000000,5.00,3.50,4.50,5.33,6.00,3.67,3.00,6.00,3.50,5.00,0,1,1,1,1,1,1
234,2,1,7,6,2,0,,0,78,1,,0,78,1,5,99,,,4,5,99,6,,5,8,5,6,99,99,1,7,7,7,7,7,3,7,7,7,7,7,7,6,6,6,6,1,1,1,1,1,1,1,1,1,7,7,7,4,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,1,7,4,4,4,7,7,7,7,8,7,7,1,1,1,21,Muncie,48,1,2,25.00,1,25.00,1,Indiane Michigan Power,1200,2.00,1,7,1,4,2,8,39.80340576,-85.43859863000000,7.00,5.00,7.00,7.00,6.00,1.00,1.00,7.00,5.50,7.00,0,1,1,0,1,1,1
235,1,1,2,1,1,0,75,1,80,1,72,1,80,1,4,4,,,4,6,6,3,3,6,6,6,7,6,7,2,5,5,5,5,6,6,4,5,4,6,6,6,3,3,3,3,7,7,6,6,6,4,2,2,2,5,3,5,4,6,6,7,6,4,4,3,6,5,5,5,5,5,5,5,5,4,4,4,4,7,7,5,6,1,7,7,2,2,2,15,brooksville,33,2,1,180.00,3,300.00,4,withlachoochee river electric,1100,2.00,3,5,1,6,2,12,29.65159607,-82.32479858000000,5.00,6.00,4.00,6.00,3.00,6.67,6.00,6.25,4.00,5.00,1,0,1,1,1,1,1
236,2,2,2,2,1,1,70,1,80,1,60,1,,2,7,8,,2,5,8,8,1,1,3,8,1,1,1,1,1,5,4,4,5,6,3,2,6,7,6,6,6,6,6,6,6,5,2,2,6,5,4,1,5,1,7,6,7,6,6,5,5,5,4,4,4,6,3,6,4,6,4,5,7,1,4,5,1,7,7,5,4,6,5,7,7,1,1,1,39,Las Cruces,28,1,1,200.00,3,140.00,3,El Paso Electric,1525,3.00,4,4,1,3,4,1,35.08450317,-106.65110020000000,4.50,4.50,4.50,6.00,6.00,3.00,5.50,5.25,4.00,3.50,0,0,1,1,1,1,1
237,3,2,2,2,1,0,68,1,72,1,67,1,74,1,2,2,,,5,5,5,6,,5,6,6,7,8,8,1,7,7,5,7,5,4,5,7,7,7,7,7,4,4,4,4,3,3,3,2,3,3,2,2,2,4,5,6,4,6,6,6,6,7,4,4,4,4,4,4,5,6,6,5,3,3,3,2,3,6,6,5,6,7,3,6,1,3,3,42,Columbus,29,2,1,100.00,2,120.00,2,AEP/Columbia Gas,800,1.00,2,3,1,4,5,12,39.89280701,-82.95880127000000,6.50,4.50,6.00,7.00,4.00,3.00,2.50,6.00,5.50,4.00,0,1,1,1,1,1,1
238,4,2,2,2,1,0,68,1,72,1,68,1,72,1,2,4,,,5,4,6,4,3,4,4,5,5,7,7,1,6,4,4,6,6,6,6,2,5,7,6,5,5,5,4,5,5,5,5,3,5,3,1,1,1,6,6,5,2,5,6,6,6,1,1,1,7,7,7,7,7,5,5,6,2,4,5,1,5,7,6,2,2,7,3,7,1,2,1,30,lansing,40,2,2,90.00,2,90.00,2,Consumers Energy,1500,3.00,3,5,1,7,6,3,42.68029785,-84.56310272000000,5.00,6.00,5.50,6.00,4.50,5.00,4.00,5.75,1.00,7.00,0,1,1,1,1,1,1
240,1,2,3,2,1,0,68,1,73,1,64,1,78,1,6,8,,1,5,7,8,7,4,7,8,1,6,8,8,1,6,7,5,7,5,6,6,7,7,7,7,6,1,2,1,2,5,7,6,2,3,2,2,6,2,6,6,6,6,6,6,7,7,6,4,5,6,5,6,6,5,6,6,5,3,2,2,1,2,7,7,1,7,7,2,6,1,2,2,10,Denver,57,2,1,85.00,2,120.00,2,Xcel,960,2.00,1,3,1,6,5,2,39.67700195,-104.96469880000000,6.25,5.50,6.50,6.67,1.50,6.00,2.50,6.50,5.00,5.50,0,1,1,1,1,1,1
241,1,2,1,2,1,1,65,1,75,1,65,1,80,1,1,4,2,,4,5,5,4,6,7,7,7,7,7,7,2,2,2,2,2,1,1,6,1,7,7,7,7,1,1,1,1,7,7,7,1,1,1,5,7,7,7,5,7,7,5,5,5,5,1,6,1,7,7,2,7,7,6,1,7,6,1,1,1,1,5,2,2,2,7,7,7,2,2,1,33,Marshfield,27,2,1,100.00,2,50.00,1,Webster Electric,1500,3.00,2,2,7,3,3,1,37.17019653,-93.32969666000000,2.00,1.00,6.50,7.00,1.00,7.00,1.00,5.00,3.50,7.00,1,0,1,1,1,1,1
242,3,1,2,1,4,1,70,1,,0,70,1,,0,3,4,,,5,4,5,2,5,4,4,7,7,7,7,2,6,4,4,7,7,4,6,7,7,7,4,7,7,7,7,7,4,4,4,5,5,5,7,7,7,6,1,4,5,7,7,7,7,3,3,3,7,7,6,7,7,5,5,7,5,4,4,4,4,3,2,2,2,6,8,7,1,1,1,53,Ogden,26,2,2,25.00,1,40.00,1,Rocky Mountain Power,960,2.00,5,4,1,4,3,10,40.76080322,-111.89109800000000,5.25,5.50,6.50,6.00,7.00,4.00,5.00,7.00,3.00,7.00,0,0,1,1,1,1,1
