ID,PBillStatus,CompR,HTdevice,HTsource,DeviceType,@9to5,HomeW,HomeWYN,HomeS,HomeSYN,AwayW,AwayWNY,AwayS,AwaySNY,IncHomeS,IncHomeW,ReasonPos,ReasonNeg,RewardForm,IncAwayS,IncAwayW,IncWD,IncDish,IncAutoS,IncAutoW,IncEmer10S,IncEmer30S,IncEmer10W,IncEmer30W,EmerRForm,EnergyC1,EnergyC2,EnergyC3,EnergyC4,MC1,MC2,MC3,MC4,MC5,Frugal1,Frugal2,Frugal3,Trust1,Trust2,Trust3,Trust4,ComfNS1,ComfNS2,ComfNS3,ComfNW1,ComfNW2,ConvB1,ConvB2,ConvB3,ConvB4,ControlN1,ControlN2R,ControlN3,ControlN4,Atti1,Atti2,Atti3,Atti4,SubNorm1,SubNorm2,SubNorm3,PBC1,PBC2,PBC3R,PBC4,PBC5,INT1,INT2,INT3,INT4,SN1,SN2,SN3,SN4,HabitC1,HabitC2,HabitC3,HabitC4,HabitC5,HabitC6,HabitC7,HabitE1,HabitE2,HabitE3,State,City,Age,Gender,OwnRent,BillS,NBillS,BillW,NBillW,Utility,Sqft,SqftCate,HouseholdS,Political,Ethnic,Income,Educ,Job,Latitude,Longitude,EnergyC,MCG,MCBill,Frugal,Trust,ComfortS,ComfortW,Attitude,SubN,PBC,hot,cold,ACYN,HeatYN,valid1,valid2,valid
465,1,3,2,1,1,0,70,1,70,1,70,1,70,1,7,7,,,5,7,7,4,3,5,7,8,8,8,8,3,1,1,1,1,7,7,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,5,4,7,7,1,7,7,4,4,4,4,1,1,1,1,7,7,1,1,1,1,1,1,1,1,52,Corpus Christi,25,1,1,200.00,3,120.00,2,Reliant,1000,2.00,1,4,1,1,3,1,27.68510437,-97.40029907000000,1.00,7.00,1.00,4.00,4.00,4.00,4.00,4.00,6.00,7.00,1,0,1,1,1,1,1
466,1,3,4,1,3,1,72,1,70,1,72,1,70,1,3,4,,,4,3,3,3,3,3,4,2,2,2,2,1,5,6,6,7,6,6,6,6,7,7,7,7,7,7,7,7,6,7,3,1,2,2,1,1,1,6,4,7,1,7,7,7,7,5,4,4,7,7,7,7,7,7,7,7,7,6,6,4,6,7,5,5,7,7,5,5,1,1,2,41,Hickory,21,2,2,350.00,4,350.00,4,Duke,1615,3.00,3,4,1,5,3,1,35.76119995,-81.72799683000000,6.00,6.00,6.50,7.00,7.00,5.33,1.50,7.00,4.50,7.00,1,0,1,1,1,1,1
467,1,2,2,2,1,1,75,1,70,1,75,1,70,1,1,7,5,,4,1,7,4,5,1,8,1,2,7,8,1,6,5,5,7,3,2,5,7,7,7,6,7,1,3,1,2,5,2,1,7,7,2,1,3,2,7,7,7,7,7,7,7,7,6,1,1,7,7,3,7,6,6,6,1,2,1,1,2,5,7,6,6,6,2,1,1,2,1,1,16,Atlanta,28,2,2,55.00,1,65.00,1,Georgia Power,1500,3.00,3,3,2,1,4,8,33.77479553,-84.29630280000000,5.75,2.50,6.00,6.67,1.50,2.67,7.00,7.00,3.50,7.00,1,0,1,1,1,1,1
468,3,1,2,2,1,1,62,1,72,1,58,1,76,1,4,4,,,5,4,4,4,4,4,4,3,4,3,4,1,7,7,7,7,6,6,6,6,6,6,6,5,4,4,4,4,7,7,7,1,1,2,1,1,1,6,6,6,6,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,1,4,5,4,4,7,7,6,5,7,2,4,1,1,1,22,Des Moines,51,2,2,75.00,1,45.00,1,Midamerican,1500,3.00,2,4,1,7,5,8,41.62910461,-93.66580200000000,7.00,6.00,6.00,5.67,4.00,7.00,1.00,7.00,6.00,7.00,0,1,1,1,1,1,1
469,1,3,8,1,2,1,,0,,0,,0,,0,1,1,7,,1,7,7,1,6,7,7,7,7,7,7,2,3,5,6,4,2,5,5,5,5,7,7,7,2,2,2,2,7,7,7,7,7,3,2,7,2,5,7,5,5,7,7,7,7,5,6,7,7,5,6,5,3,6,6,6,6,7,7,7,7,7,3,3,3,3,3,3,1,1,1,24,bremen,22,2,1,350.00,4,500.00,4,KU,1500,3.00,4,8,1,3,1,5,37.08340454,-88.59999847000000,4.50,3.50,5.00,7.00,2.00,7.00,7.00,7.00,5.50,5.00,0,0,1,1,1,1,1
470,1,2,4,1,4,1,65,1,,0,65,1,,0,99,6,,,5,99,7,,,3,3,99,99,3,4,1,6,6,3,6,5,5,3,6,6,6,6,6,5,5,5,5,2,2,2,2,5,3,2,6,5,6,5,5,6,6,6,6,6,3,3,2,6,5,6,5,6,5,5,5,2,5,5,2,3,7,6,2,7,7,8,3,2,2,2,44,Portland,33,1,1,45.00,1,110.00,2,PGE,550,1.00,1,4,1,4,3,6,45.50729370,-122.69319920000000,5.25,5.00,4.50,6.00,5.00,2.00,3.50,6.00,3.00,5.00,0,0,0,1,1,1,1
471,1,3,2,2,1,1,70,1,72,1,70,1,72,1,4,4,,,5,6,4,6,6,6,4,6,7,6,7,1,6,6,6,6,5,4,5,5,5,7,7,7,5,4,4,5,7,7,7,2,3,1,1,3,2,7,2,6,4,7,7,7,7,2,2,6,3,5,3,6,3,6,4,4,4,6,5,2,5,7,5,4,6,3,1,1,1,2,1,21,Monticello,52,2,1,120.00,2,200.00,4,NIPSCO,1300,2.00,5,4,1,6,3,11,40.77349854,-86.71540070000000,6.00,4.50,5.00,7.00,4.50,7.00,2.50,7.00,2.00,5.50,0,1,1,1,1,1,1
472,1,3,2,2,1,1,67,1,73,1,65,1,75,1,8,7,,2,4,6,6,4,6,8,8,7,7,5,6,1,6,3,2,4,5,5,2,5,3,5,3,5,5,5,2,4,7,7,7,2,5,6,5,5,6,6,6,7,3,3,3,5,3,4,2,2,6,3,5,5,5,2,2,6,1,5,4,2,5,6,2,2,6,6,1,6,1,2,1,16,Atlanta,23,1,1,330.00,4,120.00,2,Georgia Power,1600,3.00,4,1,1,10,2,1,33.79809570,-84.38770294000000,3.75,5.00,2.50,4.33,3.00,7.00,3.50,3.50,3.00,4.00,1,0,1,1,1,1,1
473,1,2,1,1,1,0,68,1,69,1,67,1,70,1,4,6,,,4,4,6,3,3,3,3,3,2,3,3,2,6,6,6,6,5,5,5,5,5,6,5,7,5,6,6,4,6,3,4,1,4,1,1,1,1,6,2,6,4,6,6,6,6,4,4,5,6,6,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,4,7,1,1,1,55,fairfax,28,1,2,150.00,3,200.00,4,rapohannock electric,1000,2.00,2,4,1,6,3,4,38.43479919,-77.98660278000000,6.00,5.00,5.00,6.00,5.00,4.33,2.50,6.00,4.00,6.00,0,0,1,1,0,1,0
474,1,2,4,1,4,1,68,1,,0,68,1,,0,99,3,,,4,99,4,,,6,4,7,5,5,4,1,5,5,5,5,5,6,6,6,7,6,5,6,2,2,1,2,6,6,6,3,2,2,3,2,2,6,6,7,4,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,2,2,2,2,7,7,7,7,7,7,7,1,1,2,40,Glens Falls,20,2,1,200.00,3,250.00,4,National Grid,500,1.00,2,8,1,3,3,1,42.85710144,-73.79930115000000,5.00,5.50,6.50,5.67,1.50,6.00,2.50,6.00,6.00,6.00,0,1,0,1,0,0,0
475,3,2,2,2,1,0,72,1,69,1,68,1,74,1,7,7,,,4,8,7,6,6,8,8,6,6,6,6,1,6,3,3,7,6,6,4,4,4,7,7,7,5,6,5,5,5,7,6,2,2,4,3,2,2,7,6,6,7,6,6,5,6,5,5,2,5,5,3,5,5,5,5,6,5,5,4,4,5,6,7,6,6,5,5,6,3,1,1,55,Arlington,30,1,1,50.00,1,50.00,1,Washington Gas,850,1.00,2,3,1,9,5,7,38.88099670,-77.10430145000000,4.75,6.00,4.00,7.00,5.00,6.00,2.00,5.75,5.00,5.00,0,0,1,1,1,1,1
476,1,3,4,1,2,1,68,1,60,1,68,1,60,1,6,8,,2,4,6,8,,,6,8,4,6,6,8,1,6,7,6,5,5,5,6,6,6,7,6,6,3,5,3,3,6,6,6,6,7,2,2,2,7,7,5,6,6,6,5,2,2,5,3,2,6,6,6,6,7,6,5,1,1,5,5,1,1,6,7,2,3,6,1,1,1,2,1,40,Owego,28,1,1,85.00,2,110.00,2,NYSEG,1100,2.00,3,4,1,4,3,7,42.13360596,-76.26460266000000,6.00,5.00,6.00,6.33,3.00,6.00,6.50,3.75,4.00,6.00,0,1,1,1,1,1,1
477,2,1,2,2,1,0,60,1,75,1,60,1,82,1,8,1,2,1,5,1,1,,,3,3,3,2,3,2,1,4,3,3,5,5,5,7,7,7,6,6,6,3,4,3,3,5,6,5,1,1,1,3,3,3,6,6,6,5,7,7,7,7,3,4,4,7,6,7,6,7,6,6,7,3,5,5,3,5,7,7,7,6,7,6,7,1,3,3,2,N Little Rock,29,1,1,60.00,1,25.00,1,North Little Rock Electric,1200,2.00,1,4,1,4,2,1,34.80360413,-92.24440002000000,3.75,5.00,7.00,6.00,3.00,5.33,1.00,7.00,3.50,6.00,1,0,1,1,0,0,0
478,3,2,2,2,1,1,72,1,70,1,70,1,70,1,3,3,,,4,1,1,6,6,3,3,1,2,1,2,1,5,5,3,6,3,5,6,7,7,7,7,7,6,6,6,5,5,2,3,3,3,1,1,7,5,7,7,6,5,6,5,7,7,3,2,1,7,6,5,6,5,5,5,6,2,3,5,2,5,6,4,2,6,5,4,6,1,2,2,55,Woodbridge,31,1,2,200.00,3,85.00,2,NOVEC and Washington Gas,2800,4.00,4,2,1,7,5,3,38.64190674,-77.34629822000000,4.75,4.00,6.50,7.00,5.50,3.33,3.00,6.25,2.50,6.00,0,0,1,1,1,1,1
479,1,2,2,2,2,0,69,1,75,1,65,1,80,1,4,4,,,5,4,4,1,1,4,4,1,3,1,3,1,7,7,7,7,5,6,6,7,7,7,7,7,4,4,1,4,3,5,6,1,1,1,1,1,2,7,4,7,5,7,7,7,7,6,3,4,7,5,6,7,7,7,7,7,4,3,3,1,3,7,7,5,7,7,6,7,1,1,1,22,Tipton,51,2,2,250.00,4,400.00,4,City of Tipton,1800,3.00,2,1,1,7,,2,41.74450684,-91.15599823000000,7.00,5.50,6.50,7.00,2.50,4.67,1.00,7.00,4.50,6.00,0,1,1,1,1,1,1
480,3,2,4,2,1,0,71,1,77,1,71,1,77,1,4,4,,,5,6,4,4,4,3,2,5,5,5,5,1,5,5,4,6,7,7,3,5,7,7,7,7,5,6,2,4,3,5,3,3,3,3,1,5,5,5,6,6,3,5,5,7,6,6,2,2,6,6,6,6,6,6,6,6,2,5,5,3,5,7,1,1,3,6,6,5,2,2,2,52,denton,25,2,2,185.00,3,135.00,3,denton municipal utilities,1701,3.00,4,3,1,6,4,9,33.22009277,-97.15019989000000,5.00,7.00,5.00,7.00,3.00,3.67,3.00,5.75,4.00,6.00,1,0,1,1,1,1,1
481,1,1,2,1,1,0,68,1,80,1,65,1,82,1,7,7,,,4,8,8,6,,7,7,8,8,8,8,2,6,5,6,6,5,3,5,2,6,5,6,6,3,3,4,4,6,4,5,2,3,2,2,4,3,5,3,5,2,7,7,7,7,4,4,4,6,6,6,6,6,4,4,6,2,2,3,2,4,6,6,3,5,6,6,6,1,2,2,15,pensacola,36,2,1,150.00,3,120.00,2,emerald coast,800,1.00,1,4,1,5,5,12,30.58020020,-84.12660217000000,5.75,4.00,5.50,5.67,4.00,5.00,2.50,7.00,4.00,6.00,1,0,1,1,1,1,1
482,1,3,3,2,2,1,70,1,,0,60,1,,0,5,8,,4,5,1,1,6,7,7,7,4,8,4,7,1,7,7,7,6,6,4,4,5,7,7,7,7,1,4,4,1,6,6,5,4,4,2,2,2,4,6,3,6,4,7,7,5,7,6,6,2,7,7,7,7,7,5,6,6,1,6,6,4,7,7,1,1,7,1,1,7,2,3,3,55,,28,2,1,150.00,3,100.00,2,Dominion,1400,3.00,2,4,1,,2,10,38.13609314,-79.06230164000000,6.75,5.00,5.50,7.00,2.50,5.67,4.00,6.50,6.00,7.00,0,0,1,1,1,1,1
483,1,2,2,2,1,1,72,1,70,1,72,1,70,1,4,4,,,1,4,4,,,4,4,6,7,6,7,1,3,5,5,4,5,6,5,6,6,4,2,4,3,3,1,3,6,5,4,5,4,3,1,6,2,6,6,7,5,5,5,5,5,5,3,2,7,6,6,6,7,5,5,3,4,1,1,1,1,7,7,5,6,6,6,5,1,2,1,46,Bensalem,32,1,1,120.00,2,120.00,2,peco,2000,4.00,3,8,5,6,2,9,40.10299683,-74.94149780000000,4.25,5.50,5.50,3.33,2.00,5.00,4.50,5.00,4.00,6.00,0,1,1,1,1,1,1
484,3,1,2,2,1,0,67,1,78,1,67,1,78,1,4,4,,,5,5,5,4,4,4,4,5,6,3,3,2,6,6,6,6,7,7,5,6,6,7,7,6,6,7,5,6,7,6,6,1,2,2,1,2,3,6,6,6,4,7,7,6,6,7,7,6,6,6,7,6,6,6,7,5,6,6,5,5,5,6,6,4,5,7,7,2,1,2,1,52,Austin,56,2,2,100.00,2,55.00,1,Southwest Power and Light,1350,3.00,1,1,1,6,5,2,30.26719666,-97.74310303000000,6.00,7.00,5.50,6.67,5.50,6.33,1.50,6.50,7.00,6.00,1,0,1,1,1,1,1
485,1,2,2,1,1,0,72,1,68,1,,2,,2,3,5,,,5,4,5,7,4,2,3,1,2,1,3,2,7,7,7,7,2,2,6,7,7,7,7,7,4,4,5,4,6,3,5,3,5,2,7,7,7,6,6,7,3,7,7,7,7,6,5,7,6,6,6,6,7,7,7,7,7,5,5,4,5,5,2,2,2,7,6,7,1,2,2,33,St. Louis,25,2,1,50.00,1,100.00,2,Ameren,900,1.00,1,1,1,3,5,2,38.59309387,-90.22260284000000,7.00,2.00,6.50,7.00,4.50,4.67,4.00,7.00,5.50,6.00,1,0,1,1,1,1,1
486,1,3,1,1,1,1,68,1,78,1,68,1,78,1,7,7,,,5,6,6,7,,2,2,2,2,2,2,2,3,4,5,3,6,6,6,7,5,5,5,5,4,4,3,4,5,4,4,3,4,5,5,5,5,4,2,6,4,5,5,5,5,3,3,2,5,3,3,5,5,4,4,2,2,3,3,2,3,5,6,1,7,6,6,5,1,2,1,16,Hull,61,2,2,225.00,4,250.00,4,Jackson EMC,2600,4.00,3,7,1,5,4,2,34.00909424,-84.00879669000000,3.75,6.00,5.50,5.00,3.50,4.33,3.50,5.00,3.00,4.00,1,0,1,1,1,1,1
487,1,3,3,4,2,1,65,1,55,1,60,1,55,1,2,4,,,5,2,4,3,2,2,4,4,4,4,4,1,6,6,6,6,6,6,5,5,5,6,5,5,3,3,2,3,4,4,4,3,3,2,2,5,4,5,5,4,4,7,7,7,7,3,3,2,5,4,4,4,5,6,5,5,4,4,3,3,3,6,4,3,2,6,6,6,1,1,1,11,bethel,48,1,2,150.00,3,225.00,4,cl&p,2200,4.00,4,3,1,8,4,12,41.37809753,-73.46910095000000,6.00,6.00,5.00,5.33,2.50,4.00,3.00,7.00,3.00,4.00,0,1,1,1,1,1,1
488,1,3,2,2,2,0,70,1,,0,50,1,,0,3,3,,,5,4,4,2,2,3,3,4,6,4,6,1,5,2,2,5,6,6,2,2,2,6,5,7,4,4,2,4,5,3,3,5,4,4,3,3,2,7,4,6,6,7,5,5,6,2,2,1,6,5,6,5,5,4,4,5,2,1,2,2,6,6,7,1,4,3,3,4,1,2,1,40,Rochester,26,1,2,210.00,4,180.00,3,nyseg,6000,4.00,5,7,1,5,2,4,43.23519897,-78.20709991000000,3.50,6.00,2.00,6.00,3.00,3.67,4.50,5.75,2.00,5.00,0,1,1,1,1,1,1
490,3,2,5,2,4,1,,0,,0,,0,,0,1,1,1,,5,3,3,7,4,8,8,1,1,1,1,1,4,3,3,4,7,7,4,4,4,6,3,5,6,6,6,6,2,2,2,2,2,2,2,2,2,6,6,6,6,5,5,5,5,4,4,4,6,6,6,6,6,5,4,4,2,4,4,4,4,7,7,5,7,1,1,1,2,2,2,5,San Diego,48,1,2,100.00,2,120.00,2,SDG&E,1500,3.00,4,7,1,8,4,3,32.80729675,-117.13240050000000,3.50,7.00,4.00,4.67,6.00,2.00,2.00,5.00,4.00,6.00,0,0,1,1,1,1,1
491,3,1,2,2,1,0,65,1,75,1,63,1,75,1,4,4,,,4,8,6,6,6,8,6,5,7,5,5,1,5,5,5,5,3,3,5,5,5,6,6,6,5,5,5,5,5,5,3,2,2,2,2,2,2,5,3,5,2,5,5,6,6,5,4,3,5,5,6,5,5,6,6,6,3,6,6,5,6,6,6,7,6,7,4,6,1,2,2,33,kansas city,35,2,1,125.00,2,50.00,1,kcpl,800,1.00,1,4,1,5,2,12,39.01989746,-94.46410370000000,5.00,3.00,5.00,6.00,5.00,4.33,2.00,5.50,4.50,5.00,1,0,1,1,1,1,1
492,1,2,4,1,4,1,70,1,,0,50,1,,0,4,3,,,5,4,4,3,2,3,4,3,4,3,4,1,5,5,4,5,6,6,4,6,6,7,7,7,6,6,6,6,2,1,2,2,2,2,1,2,2,7,6,6,7,6,6,6,6,3,4,1,3,3,3,3,3,6,6,6,1,4,4,4,4,7,2,2,7,5,8,7,2,3,2,57,sumner,36,1,1,100.00,2,200.00,4,pse,1000,2.00,3,7,1,5,2,12,47.18539429,-122.29290010000000,4.75,6.00,5.00,7.00,6.00,1.67,2.00,6.00,3.50,3.00,0,0,1,1,1,1,1
493,2,1,7,6,4,1,,0,,0,,0,,0,3,8,,1,5,99,7,,,4,3,4,3,4,3,1,6,7,7,6,2,4,5,6,6,7,7,7,4,4,5,3,1,1,1,1,4,1,1,1,1,4,3,6,2,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,1,6,6,6,6,8,8,8,1,3,1,41,Canton,31,2,2,45.00,1,58.00,1,Duke Progress Energy,600,1.00,2,4,1,4,4,12,35.45970154,-82.86769867000000,6.50,3.00,5.50,7.00,4.00,1.00,2.50,7.00,6.00,6.00,1,0,1,1,0,0,0
494,3,1,3,2,4,0,,0,,0,,0,,0,1,1,2,,5,1,1,,,1,1,1,1,1,1,2,7,7,7,7,7,7,7,5,7,7,7,7,2,3,3,3,1,1,1,6,5,1,1,1,1,6,5,7,3,7,7,7,7,6,6,6,7,6,7,6,6,6,6,6,6,3,2,1,2,7,7,4,7,8,8,8,1,3,1,5,San Francisco,24,2,1,40.00,1,40.00,1,PGE,435,1.00,2,4,1,8,4,8,37.78619385,-122.43710330000000,7.00,7.00,7.00,7.00,3.00,1.00,5.50,7.00,6.00,6.00,0,0,1,1,1,1,1
495,1,3,2,1,1,1,76,1,76,1,76,1,76,1,1,1,6,,7,1,1,1,,1,1,1,1,1,1,1,7,7,7,7,5,7,6,7,7,7,7,7,5,4,4,5,4,4,4,2,2,1,1,1,1,6,4,7,3,7,7,7,7,7,7,3,1,6,5,6,6,7,7,7,4,7,7,4,7,7,7,7,7,8,7,5,1,2,1,52,Houston,39,2,1,300.00,4,150.00,3,Green Mountain,1700,3.00,5,3,1,5,4,10,30.06840515,-95.37270355000000,7.00,6.00,6.50,7.00,4.50,4.00,2.00,7.00,7.00,6.00,1,0,1,1,1,1,1
496,1,1,2,2,1,1,72,1,75,1,72,1,75,1,4,4,,,5,8,8,7,6,8,8,4,6,4,6,1,4,5,5,4,6,6,5,6,6,6,5,5,4,5,3,4,6,6,6,6,6,3,3,5,5,6,4,5,7,6,6,6,6,5,5,4,6,5,4,5,5,5,4,3,2,5,5,3,5,6,6,5,5,2,2,6,2,2,2,55,Ashburn,59,2,2,175.00,3,75.00,2,Dominion,2000,4.00,2,7,1,5,3,10,39.03349304,-77.48380280000000,4.50,6.00,5.50,5.33,3.50,6.00,6.00,6.00,5.00,5.00,0,0,1,1,1,1,1
498,3,1,2,2,1,1,65,1,,0,,2,,0,99,5,,,5,99,1,4,,8,7,99,99,6,7,3,1,1,1,1,7,7,7,7,7,6,4,5,6,6,4,4,1,1,1,1,1,1,1,1,1,7,7,7,7,7,1,5,6,1,1,1,7,7,7,7,7,6,7,6,1,1,2,4,3,7,7,6,7,7,8,6,2,2,1,42,columbus,22,2,2,20.00,1,20.00,1,don't know,950,2.00,4,7,1,6,3,1,40.08529663,-82.97519684000000,1.00,7.00,7.00,5.00,4.00,1.00,1.00,4.75,1.00,7.00,0,1,0,1,1,1,1
499,1,1,2,3,2,1,68,1,75,1,60,1,80,1,4,4,,,4,5,5,4,5,4,4,4,4,4,4,1,7,7,7,7,2,2,6,6,6,6,6,6,4,6,5,4,3,6,2,2,2,2,2,2,2,6,5,6,3,7,7,7,7,6,3,3,6,6,6,6,5,5,5,7,5,3,4,3,3,6,7,4,6,6,6,7,1,3,1,55,Meadows of Dan,50,2,2,80.00,1,100.00,2,Appalachian,1500,3.00,2,3,1,3,4,10,38.02929688,-78.47669983000000,7.00,2.00,6.00,6.00,4.50,3.67,2.00,7.00,4.50,6.00,0,0,1,1,1,1,1
500,4,1,6,2,2,1,75,1,50,1,75,1,50,1,4,3,,,4,4,4,4,3,3,2,1,2,1,2,1,6,5,5,6,6,6,6,1,5,5,5,5,3,5,2,3,7,7,7,5,3,2,1,5,3,7,3,7,2,6,6,6,6,7,5,3,1,6,7,6,6,5,3,3,1,2,2,1,2,7,5,1,1,5,1,1,1,2,3,31,Burnsville,31,2,1,75.00,1,35.00,1,Excel Energy,800,1.00,2,3,1,5,5,8,44.80929565,-93.19750214000000,5.50,6.00,5.50,5.00,2.50,7.00,4.00,6.00,6.00,6.00,0,1,1,1,1,1,1
501,3,1,3,4,2,0,65,1,,0,50,1,,0,8,4,,1,4,2,1,1,,8,4,1,1,1,8,1,6,6,6,6,2,2,2,5,5,7,7,6,4,5,4,4,5,3,4,2,2,3,2,2,2,6,4,6,5,6,6,6,6,4,4,2,6,6,6,6,6,4,6,7,2,4,5,4,5,7,7,5,7,7,7,6,1,2,1,40,East Meadow,58,1,1,100.00,2,65.00,1,PSE&G,1400,3.00,1,3,1,3,3,12,38.00000000,-97.00000000000000,6.00,2.00,3.50,6.67,4.00,4.00,2.00,6.00,4.00,6.00,0,1,1,1,1,1,1
502,1,2,2,1,1,0,68,1,,0,62,1,,0,99,2,,,5,99,3,7,7,8,4,99,99,4,4,1,6,4,4,6,4,4,6,7,6,7,6,6,6,6,6,5,1,1,1,2,2,2,2,3,2,6,7,6,6,7,7,7,7,2,2,2,5,5,6,6,6,5,4,4,1,4,4,1,4,7,6,2,6,7,8,7,1,1,1,57,Ferndale,36,1,2,35.00,1,95.00,2,Puget Sound Energy,2100,4.00,4,6,1,6,2,12,48.68609619,-122.41040040000000,5.00,4.00,6.00,6.33,5.50,1.00,2.00,7.00,2.00,5.50,0,0,0,1,1,1,1
503,1,2,4,1,2,1,70,1,65,1,,2,,2,8,4,,4,5,8,5,6,6,4,4,7,7,6,7,1,3,5,4,1,3,3,4,5,5,4,3,3,5,5,5,5,6,3,5,6,6,4,3,3,3,7,6,5,7,4,5,5,5,4,4,4,5,5,6,5,5,3,3,4,1,4,4,4,4,7,4,3,6,2,2,4,1,3,3,19,Hayden,35,2,1,50.00,1,100.00,2,Avista,925,1.00,3,7,1,4,4,10,47.78869629,-116.71119690000000,3.25,3.00,4.50,3.33,5.00,4.67,6.00,4.75,4.00,5.00,0,1,1,1,1,1,1
504,3,3,2,1,1,1,67,1,75,1,61,1,,2,4,4,,,5,5,3,6,5,6,5,4,6,3,5,2,3,6,2,6,4,7,6,2,2,7,7,7,2,1,1,2,6,7,7,1,1,2,1,6,6,7,2,7,7,7,6,7,6,2,3,3,7,7,6,7,6,6,7,6,1,6,6,4,6,6,6,1,2,7,3,6,1,3,3,21,Bloomington,25,1,1,60.00,1,75.00,2,Duke,500,1.00,1,3,1,7,6,1,38.00000000,-97.00000000000000,4.25,5.50,4.00,7.00,1.50,6.67,1.00,6.50,2.50,7.00,0,1,1,1,1,1,1
506,3,2,3,2,1,1,75,1,60,1,60,1,60,1,4,4,,,4,4,5,3,,1,1,4,6,5,6,1,6,7,7,6,4,5,6,6,7,6,6,6,5,6,5,5,7,6,7,6,7,3,2,1,1,6,5,5,3,6,6,6,7,5,5,3,6,6,2,6,5,6,6,7,6,2,2,3,2,7,7,7,7,6,6,7,1,1,1,20,aurora,29,2,1,50.00,1,50.00,1,ComEd,1200,2.00,4,8,6,7,3,1,41.76469421,-88.29570007000000,6.50,4.50,6.50,6.00,5.00,6.67,6.50,6.25,5.00,6.00,0,1,1,1,1,1,1
507,3,2,6,2,4,1,68,1,,0,68,1,,0,99,6,,,4,99,4,6,,4,4,7,7,7,7,1,6,5,5,5,4,4,5,5,5,6,5,5,4,4,4,4,2,4,4,4,5,3,3,4,5,5,5,6,4,5,5,5,5,5,5,5,5,5,3,5,4,4,4,5,1,4,4,2,4,6,1,3,3,4,8,6,2,2,1,5,Berkeley,57,2,1,100.00,2,150.00,3,PGE,500,1.00,2,3,1,1,2,12,37.93580627,-122.34780120000000,5.25,4.00,5.00,5.33,4.00,3.33,4.50,5.00,5.00,5.00,0,0,0,1,1,1,1
508,2,2,2,2,1,0,,0,70,1,,2,,2,4,99,,,5,4,99,,,4,4,7,7,99,99,1,6,4,2,6,6,7,5,7,6,6,5,6,6,6,4,5,5,5,3,4,3,3,2,3,2,6,6,6,2,6,5,5,6,6,5,3,6,6,6,6,6,6,5,6,1,5,5,1,6,7,7,6,7,7,5,6,1,2,1,16,Savannah,22,1,1,30.00,1,20.00,1,Georgia Power,500,1.00,2,8,1,5,4,7,32.04440308,-81.04879761000000,4.50,6.50,5.50,5.67,4.50,4.33,3.50,5.50,5.50,6.00,1,0,1,0,1,1,1
509,1,2,2,1,1,0,72,1,68,1,70,1,70,1,4,4,,,4,5,5,5,5,4,4,3,4,3,4,1,5,5,4,5,5,5,3,5,5,6,6,6,2,2,2,2,5,6,5,5,5,2,3,2,2,6,3,6,5,5,5,3,3,5,6,5,5,5,5,5,3,5,5,5,2,5,5,5,5,5,7,3,3,3,3,5,1,2,1,30,Grand Blanc,28,1,1,100.00,2,180.00,3,Consumers Energy,1500,3.00,4,3,1,7,4,4,42.91960144,-83.64959717000000,4.75,5.00,4.00,6.00,2.00,5.33,5.00,4.00,5.50,5.00,0,1,1,1,1,1,1
510,3,2,2,1,4,1,69,1,65,1,65,1,60,1,4,4,,,4,5,3,4,3,6,4,2,2,4,2,1,7,1,1,4,6,6,4,2,1,7,4,5,6,6,2,6,2,2,4,2,2,1,1,5,7,6,5,5,6,7,5,4,5,4,2,1,6,6,6,7,4,6,4,2,4,4,2,4,2,7,7,2,2,7,7,4,1,2,1,40,Buffalo,20,1,2,670.00,4,890.00,4,National Grid,1200,2.00,5,2,1,8,2,1,42.99049377,-78.84200287000000,3.25,6.00,2.50,5.33,4.00,2.67,2.00,5.25,3.00,6.50,0,1,1,1,1,0,0
511,4,1,2,3,1,0,68,1,75,1,55,1,,0,4,5,,,2,5,7,5,,3,3,3,3,5,4,1,5,6,3,5,6,5,3,3,6,6,6,5,4,5,3,4,3,3,3,2,2,4,3,5,4,7,3,7,7,5,4,5,5,2,2,2,6,5,5,6,6,4,5,5,1,5,6,3,5,6,6,3,7,6,5,7,1,1,2,50,Sioux Falls,49,1,2,85.00,2,120.00,2,Xcel,400,1.00,2,8,1,3,2,12,41.56919861,-77.12809753000000,4.75,5.50,4.50,5.67,3.50,3.00,2.00,4.75,2.00,5.50,0,1,1,1,1,0,0
512,3,2,2,2,2,1,70,1,,0,70,1,,2,99,99,,,4,8,8,,6,4,4,7,7,7,7,2,6,6,6,6,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,2,2,2,2,6,6,6,6,7,7,7,7,6,2,6,6,6,7,6,5,6,6,6,2,6,6,2,6,7,7,7,7,7,7,7,1,1,1,29,Springfield,22,1,1,85.00,2,85.00,2,western mass electric,900,1.00,2,5,2,5,3,4,40.84989929,-73.87689972000000,6.00,7.00,7.00,7.00,6.00,6.00,6.00,7.00,4.00,6.00,0,1,0,0,1,1,1
